room_name,objectId,categoryId,NYU40,mpr40,translation,index,mpcat40,split
2azQ1b91cZZ_room10,20,293,3,7,"[2.7243518465891223, 4.109832397193858, 1.7942567753193401]",293,cabinet,val
2azQ1b91cZZ_room10,26,13,3,7,"[2.1599800105252975, 3.1501178011709814, 0.3254727663387546]",13,cabinet,val
2azQ1b91cZZ_room10,7,5,11,6,"[3.2725118068779038, 4.386686742930542, 1.7089875680345659]",5,picture,val
2azQ1b91cZZ_room11,9,13,3,7,"[3.0758394299578775, 8.899102304374853, 1.9042322776115623]",13,cabinet,val
2azQ1b91cZZ_room11,7,13,3,7,"[2.4944429115315576, 6.32325368216312, 1.8934495523548096]",13,cabinet,val
2azQ1b91cZZ_room11,3,13,3,7,"[2.826761668098384, 8.568450460146213, 0.5998031230126073]",13,cabinet,val
2azQ1b91cZZ_room11,6,13,3,7,"[1.9946236194924694, 7.56339159320789, 1.8867993673908334]",13,cabinet,val
2azQ1b91cZZ_room11,10,13,3,7,"[2.520976367105059, 6.444670576798289, 0.6163143629693435]",13,cabinet,val
2azQ1b91cZZ_room11,15,12,35,28,"[2.7746959274465386, 7.606175300607271, 2.568464019081809]",12,lighting,val
2azQ1b91cZZ_room11,13,293,3,7,"[3.7910137020807695, 7.9364937777923865, 1.3313934488993715]",293,cabinet,val
2azQ1b91cZZ_room12,12,15,7,5,"[15.231713529664239, 2.4200187583820676, 0.6165389239956027]",15,table,val
2azQ1b91cZZ_room13,8,10,18,8,"[23.458289617113426, -0.37785562927771227, 0.8242252933935127]",10,cushion,val
2azQ1b91cZZ_room13,31,29,5,3,"[27.091309607833868, -1.8469174587675146, 0.4963045436497209]",29,chair,val
2azQ1b91cZZ_room13,35,14,16,12,"[23.84294938860175, 1.5325196752964432, 1.6286898994105865]",14,curtain,val
2azQ1b91cZZ_room13,27,111,38,28,"[25.422716177116005, -0.4177510218221252, 2.2069323560443976]",111,lighting,val
2azQ1b91cZZ_room13,39,166,38,12,"[26.473321303602383, 1.4913681561590224, 2.481898617407458]",166,curtain,val
2azQ1b91cZZ_room13,6,10,18,8,"[23.626287723496144, -0.9156787278774376, 0.783585296902174]",10,cushion,val
2azQ1b91cZZ_room13,22,5,11,6,"[22.91567878431097, -0.5770181090357626, 1.80338439370349]",5,picture,val
2azQ1b91cZZ_room13,13,19,35,28,"[23.365273735366674, 0.30739550071139893, 1.0504057631939168]",19,lighting,val
2azQ1b91cZZ_room13,38,14,16,12,"[25.91439263591419, 1.4722380658823875, 1.1412379355182838]",14,curtain,val
2azQ1b91cZZ_room13,37,166,38,12,"[24.39993898309589, 1.5016815050937342, 2.489725502598229]",166,curtain,val
2azQ1b91cZZ_room13,33,5,11,6,"[25.492899656666953, -2.3650055823699763, 1.561288304507083]",5,picture,val
2azQ1b91cZZ_room13,34,12,35,28,"[26.28135370899701, -2.3183486730466267, 1.233574654390543]",12,lighting,val
2azQ1b91cZZ_room13,32,5,11,6,"[27.64172666879009, -0.011265900400915291, 1.6318774504198446]",5,picture,val
2azQ1b91cZZ_room13,9,10,18,8,"[23.272414271443036, -0.9123832000711094, 0.9693510974177156]",10,cushion,val
2azQ1b91cZZ_room13,36,14,16,12,"[24.863459553435426, 1.4564839864815722, 1.1641709793448984]",14,curtain,val
2azQ1b91cZZ_room13,10,10,18,8,"[23.353335572401217, -0.2128922698840108, 0.778379272180813]",10,cushion,val
2azQ1b91cZZ_room13,5,10,18,8,"[23.91143147042549, -0.8371797417567161, 0.6681040256472132]",10,cushion,val
2azQ1b91cZZ_room13,1,756,7,5,"[26.166008244601162, -2.1103222393122585, 0.42586195530685256]",756,table,val
2azQ1b91cZZ_room13,23,14,16,12,"[27.179500192622793, 1.458981950866696, 1.2190634989267561]",14,curtain,val
2azQ1b91cZZ_room13,7,10,18,8,"[23.44286087244478, -1.4638302171958903, 0.8244636133603839]",10,cushion,val
2azQ1b91cZZ_room14,32,510,15,31,"[30.77744491861507, -2.216259073439865, 1.7826663987546028]",510,shelving,val
2azQ1b91cZZ_room14,85,510,15,31,"[30.626953136701527, -2.3632899076660716, 1.911186316993339]",510,shelving,val
2azQ1b91cZZ_room14,90,14,16,12,"[28.8619539525152, -2.2949346286840964, 1.66112428969848]",14,curtain,val
2azQ1b91cZZ_room14,18,20,19,21,"[28.962369061516398, 0.31387907218319444, 1.566754676195641]",20,mirror,val
2azQ1b91cZZ_room14,25,328,35,28,"[29.069102657223088, -0.907403951331814, 2.4398532965853543]",328,lighting,val
2azQ1b91cZZ_room14,59,328,35,28,"[30.82365507384141, -1.0141498145336907, 2.6013639053950706]",328,lighting,val
2azQ1b91cZZ_room14,48,13,3,7,"[29.0464390140396, -0.2873295146283937, 0.326278584152516]",13,cabinet,val
2azQ1b91cZZ_room14,43,5,11,6,"[30.771283622336597, -2.3673320971759018, 1.2681062398231135]",5,picture,val
2azQ1b91cZZ_room14,27,443,3,7,"[29.927204520446022, -0.06032208255297202, 1.4941851284025285]",443,cabinet,val
2azQ1b91cZZ_room14,49,443,3,7,"[28.190573553794778, -0.012103210569896574, 1.6105519407041728]",443,cabinet,val
2azQ1b91cZZ_room14,29,514,38,28,"[28.302992135125237, 0.3078452843266564, 1.575181303153167]",514,lighting,val
2azQ1b91cZZ_room15,27,12,35,28,"[29.049233509694087, 1.9789333595327867, 2.6054176796843285]",12,lighting,val
2azQ1b91cZZ_room15,4,14,16,12,"[29.110327574558806, 3.3765912968120677, 1.8819614139584309]",14,curtain,val
2azQ1b91cZZ_room16,8,5,11,6,"[20.64012067164144, 2.2004418704778916, 1.512736632128156]",5,picture,val
2azQ1b91cZZ_room16,15,14,16,12,"[22.577220867461183, 4.391861724138061, 1.335540662907534]",14,curtain,val
2azQ1b91cZZ_room16,11,5,11,6,"[21.685552943311915, 5.60979499614906, 1.5401783081478864]",5,picture,val
2azQ1b91cZZ_room16,13,14,16,12,"[22.585748209943098, 6.651349244076894, 1.403374412569678]",14,curtain,val
2azQ1b91cZZ_room16,9,15,7,5,"[20.60696474104036, -0.34426718914154214, 0.42032459560539565]",15,table,val
2azQ1b91cZZ_room16,14,14,16,12,"[22.597595901391788, 5.484501437080892, 1.3120054398499446]",14,curtain,val
2azQ1b91cZZ_room17,3,5,11,6,"[20.14899787781345, 6.207998924700824, 1.9723370015747734]",5,picture,val
2azQ1b91cZZ_room17,16,12,35,28,"[20.522078735240992, 6.682181971315025, 2.4451304124749225]",12,lighting,val
2azQ1b91cZZ_room17,15,5,11,6,"[19.393041395269755, 6.681141080254336, 0.7616930651506316]",5,picture,val
2azQ1b91cZZ_room17,5,20,19,21,"[20.69831021906871, 7.728493222055981, 1.6671037429930005]",20,mirror,val
2azQ1b91cZZ_room17,2,57,3,7,"[20.780506665303825, 7.2176309514496735, 0.39535085580711954]",57,cabinet,val
2azQ1b91cZZ_room18,24,14,16,12,"[22.61387791992578, 9.866437544876465, 1.416094807472508]",14,curtain,val
2azQ1b91cZZ_room18,23,14,16,12,"[22.613357541941795, 9.290774315595627, 1.5486471089417069]",14,curtain,val
2azQ1b91cZZ_room18,39,109,40,7,"[18.52144824125312, 6.44516096253439, 1.5981925986829282]",109,cabinet,val
2azQ1b91cZZ_room18,30,171,15,31,"[18.94022731451227, 11.513838055274103, 1.557909413327354]",171,shelving,val
2azQ1b91cZZ_room18,27,7,5,3,"[18.418084215964917, 8.907173994856906, 0.3507344138132128]",7,chair,val
2azQ1b91cZZ_room18,29,19,35,28,"[21.60846584248093, 8.176113975320341, 1.0418031614610432]",19,lighting,val
2azQ1b91cZZ_room18,9,171,15,31,"[22.3085324859034, 11.52887723245661, 1.494672590664063]",171,shelving,val
2azQ1b91cZZ_room18,11,69,35,28,"[19.463692243518746, 8.167857536430523, 1.024765651433253]",69,lighting,val
2azQ1b91cZZ_room18,21,10,18,8,"[20.957797860885414, 8.442667025621697, 0.8867409227273924]",10,cushion,val
2azQ1b91cZZ_room18,10,42,14,5,"[18.27856187729093, 8.903159493374968, 0.5479401873914262]",42,table,val
2azQ1b91cZZ_room18,31,13,3,7,"[18.856987524908252, 11.312471665205662, 0.35432969585683005]",13,cabinet,val
2azQ1b91cZZ_room18,20,10,18,8,"[20.5105871932919, 8.419135231844315, 0.8908740108526205]",10,cushion,val
2azQ1b91cZZ_room18,15,13,3,7,"[22.376231998371306, 11.319966838245541, 0.33635701403994245]",13,cabinet,val
2azQ1b91cZZ_room18,25,14,16,12,"[22.63156774228549, 10.75895088739207, 1.4073039774609128]",14,curtain,val
2azQ1b91cZZ_room18,38,13,3,7,"[18.455245752364608, 7.2633551844844115, 0.5546964298455211]",13,cabinet,val
2azQ1b91cZZ_room18,5,10,18,8,"[20.8848737385989, 8.16480347025136, 0.9903250905013306]",10,cushion,val
2azQ1b91cZZ_room18,28,5,11,6,"[17.918367948105086, 8.950572069011518, 1.6652308333275923]",5,picture,val
2azQ1b91cZZ_room18,22,10,18,8,"[20.016388947623117, 8.195254616737365, 0.9920709362200328]",10,cushion,val
2azQ1b91cZZ_room18,18,10,18,8,"[20.473101097992743, 8.090772513890832, 1.139280464542046]",10,cushion,val
2azQ1b91cZZ_room18,36,5,11,6,"[20.48541304544749, 7.991688398540322, 1.8956517814682219]",5,picture,val
2azQ1b91cZZ_room18,7,14,16,12,"[22.612620179384212, 8.34561971752597, 1.4041075126676361]",14,curtain,val
2azQ1b91cZZ_room18,1,14,16,12,"[20.748180584768694, 11.137462355213787, 1.2336262220973415]",14,curtain,val
2azQ1b91cZZ_room18,41,12,35,28,"[18.374858185648918, 7.034464405228694, 2.9229626016070447]",12,lighting,val
2azQ1b91cZZ_room18,19,10,18,8,"[20.046222181338635, 8.46100315134576, 0.8865846117644983]",10,cushion,val
2azQ1b91cZZ_room19,33,15,7,5,"[20.877582680407187, -0.8196035516705159, 3.7336676369468087]",15,table,val
2azQ1b91cZZ_room19,10,12,35,28,"[20.76273774038208, -0.20715101638560138, 5.866915416910711]",12,lighting,val
2azQ1b91cZZ_room19,34,16,40,14,"[20.776439856059515, -0.7141360312033055, 4.789480443498982]",16,plant,val
2azQ1b91cZZ_room19,19,16,40,14,"[14.516580458897263, -0.5537940112234496, 4.604187577073254]",16,plant,val
2azQ1b91cZZ_room19,8,12,35,28,"[12.751537339877238, -1.298492018401849, 6.261680407710986]",12,lighting,val
2azQ1b91cZZ_room19,9,12,35,28,"[16.61873509319684, -1.8959631876636098, 6.009311432146844]",12,lighting,val
2azQ1b91cZZ_room2,17,7,5,3,"[9.926222881217816, -5.581074086886363, 0.4688263343671371]",7,chair,val
2azQ1b91cZZ_room2,15,7,5,3,"[9.31038137887568, -6.655926514484204, 0.5201257224376369]",7,chair,val
2azQ1b91cZZ_room2,4,20,19,21,"[7.376859294080708, -4.814355003313439, 1.901503571516052]",20,mirror,val
2azQ1b91cZZ_room2,16,7,5,3,"[9.899124795870673, -6.150560116947146, 0.42658705159596966]",7,chair,val
2azQ1b91cZZ_room2,18,7,5,3,"[9.952940623437845, -4.983978866786872, 0.5076857492936578]",7,chair,val
2azQ1b91cZZ_room2,14,7,5,3,"[8.518230689774152, -6.39333128233347, 0.5713088061890348]",7,chair,val
2azQ1b91cZZ_room2,13,7,5,3,"[8.48626590711793, -5.734366578292281, 0.6149339171221757]",7,chair,val
2azQ1b91cZZ_room2,19,7,5,3,"[9.910087885299852, -4.3800711464845605, 0.40943462666525876]",7,chair,val
2azQ1b91cZZ_room2,11,7,5,3,"[8.532705106562483, -4.487923726374325, 0.5356059238380944]",7,chair,val
2azQ1b91cZZ_room2,20,7,5,3,"[9.241211153439446, -3.9779630750344914, 0.46515810536584645]",7,chair,val
2azQ1b91cZZ_room2,12,7,5,3,"[8.427958637055305, -5.14713614719569, 0.7365381602323275]",7,chair,val
2azQ1b91cZZ_room2,8,111,38,28,"[9.252235658374833, -4.531109991387575, 1.967484154757649]",111,lighting,val
2azQ1b91cZZ_room2,29,111,38,28,"[9.310987944005578, -6.107718911997287, 1.9800815326507522]",111,lighting,val
2azQ1b91cZZ_room2,23,5,11,6,"[9.274684598932716, -2.661349563698494, 1.6163967704273643]",5,picture,val
2azQ1b91cZZ_room2,7,15,7,5,"[9.340747005355551, -5.354372361134414, 0.5423788417520174]",15,table,val
2azQ1b91cZZ_room2,9,13,3,7,"[7.671613560745332, -4.560533732203732, 0.6861249059407895]",13,cabinet,val
2azQ1b91cZZ_room20,3,16,40,14,"[17.119262557650934, 2.7140786730047255, 3.4992981384518034]",16,plant,val
2azQ1b91cZZ_room21,17,5,11,6,"[7.5746619499823895, -5.33914329752254, 5.078642451820742]",5,picture,val
2azQ1b91cZZ_room21,8,20,19,21,"[8.864195457480665, -0.30009445077950353, 4.458580436821348]",20,mirror,val
2azQ1b91cZZ_room21,6,10,18,8,"[4.262551557033434, -2.340263042245801, 4.444769729532598]",10,cushion,val
2azQ1b91cZZ_room21,12,14,16,12,"[8.40330319244413, -5.202040149383264, 4.603374127248877]",14,curtain,val
2azQ1b91cZZ_room21,28,171,15,31,"[3.724739659374894, -1.0798011975268187, 4.868485461378821]",171,shelving,val
2azQ1b91cZZ_room21,19,5,11,6,"[6.208174856971292, -0.22907465206933955, 5.111874406010497]",5,picture,val
2azQ1b91cZZ_room21,31,14,16,12,"[4.916305964781274, -5.180550172637376, 4.744497411109094]",14,curtain,val
2azQ1b91cZZ_room21,9,29,5,3,"[7.4532482439559145, -3.927852432728526, 3.8630325413832995]",29,chair,val
2azQ1b91cZZ_room21,14,47,39,5,"[8.660392142868982, -2.844247069705296, 3.711979485204067]",47,table,val
2azQ1b91cZZ_room21,49,13,3,7,"[10.783193469814165, -4.56680562565181, 3.938365694123449]",13,cabinet,val
2azQ1b91cZZ_room21,20,15,7,5,"[7.595572881526425, -5.065793733369075, 3.9941133704377108]",15,table,val
2azQ1b91cZZ_room21,32,14,16,12,"[6.497973466510873, -5.213319060229757, 4.744674381714888]",14,curtain,val
2azQ1b91cZZ_room21,50,12,35,28,"[7.506251512356469, -2.79101108242521, 5.7838527512505955]",12,lighting,val
2azQ1b91cZZ_room21,18,29,5,3,"[7.541391837524645, -1.7868491324511442, 3.877931527152206]",29,chair,val
2azQ1b91cZZ_room21,27,10,18,8,"[4.256607633250279, -2.9735612756623997, 4.413890301086146]",10,cushion,val
2azQ1b91cZZ_room21,25,10,18,8,"[4.590591998008098, -2.351966428421503, 4.335156005799037]",10,cushion,val
2azQ1b91cZZ_room21,26,10,18,8,"[4.582057348887125, -3.16310779447478, 4.34041705480436]",10,cushion,val
2azQ1b91cZZ_room21,5,14,16,12,"[10.123032040962537, -5.2074176827613465, 4.650082910442317]",14,curtain,val
2azQ1b91cZZ_room21,41,13,3,7,"[4.18166919681761, -1.0771348101673304, 3.8494411044650607]",13,cabinet,val
2azQ1b91cZZ_room22,5,12,35,28,"[9.220639827885206, -6.814769265772421, 5.644836368817318]",12,lighting,val
2azQ1b91cZZ_room22,6,12,35,28,"[5.842323972403637, -6.825257150673427, 5.753717078753044]",12,lighting,val
2azQ1b91cZZ_room23,1,13,3,7,"[0.6859990746583231, -7.989475631563208, 3.8619587980363796]",13,cabinet,val
2azQ1b91cZZ_room23,2,13,3,7,"[3.1676862186205654, -7.712932871894602, 3.8980881432814103]",13,cabinet,val
2azQ1b91cZZ_room23,10,15,7,5,"[3.369404579684001, -8.615567919976778, 4.0227949886062575]",15,table,val
2azQ1b91cZZ_room23,22,20,19,21,"[0.1496336154187008, -7.609770040679051, 5.102470629738239]",20,mirror,val
2azQ1b91cZZ_room23,21,293,3,7,"[0.46412170657413543, -7.0284038652485314, 5.0399349147376]",293,cabinet,val
2azQ1b91cZZ_room23,45,293,3,7,"[3.421384283902284, -7.060603947195971, 4.980713716754279]",293,cabinet,val
2azQ1b91cZZ_room23,3,20,19,21,"[3.7223381749770397, -7.640158087130934, 5.002324157290989]",20,mirror,val
2azQ1b91cZZ_room23,26,16,40,14,"[3.60025260194819, -9.396860167320739, 4.537907865537819]",16,plant,val
2azQ1b91cZZ_room23,28,16,40,14,"[3.6526051737506937, -9.161088694696842, 4.489053114107183]",16,plant,val
2azQ1b91cZZ_room23,27,16,40,14,"[3.5326864545878696, -9.198154105009094, 4.447887033786413]",16,plant,val
2azQ1b91cZZ_room24,3,13,3,7,"[-1.307399351751212, -5.137716708636761, 3.9413967741013645]",13,cabinet,val
2azQ1b91cZZ_room24,5,13,3,7,"[0.12377521334829326, -4.264587585897383, 4.123434309427881]",13,cabinet,val
2azQ1b91cZZ_room24,19,13,3,7,"[0.001063084115735186, -2.1587113920073278, 4.018307805330193]",13,cabinet,val
2azQ1b91cZZ_room24,4,13,3,7,"[-0.6202044612252723, -5.217644162455872, 5.42874596257843]",13,cabinet,val
2azQ1b91cZZ_room24,7,13,3,7,"[-2.1944029549336936, -5.256300998219861, 5.24644223890255]",13,cabinet,val
2azQ1b91cZZ_room24,18,13,3,7,"[0.1844043837294412, -3.580183180102752, 4.929033930180078]",13,cabinet,val
2azQ1b91cZZ_room25,5,13,3,7,"[3.2837287037303557, -2.5390955658603263, 3.888429787889975]",13,cabinet,val
2azQ1b91cZZ_room25,7,15,7,5,"[1.204423252407831, -3.686294787992678, 3.9815905036047075]",15,table,val
2azQ1b91cZZ_room25,2,1063,3,7,"[2.9517228112758116, -1.3451421109157193, 4.691431672787312]",1063,cabinet,val
2azQ1b91cZZ_room25,9,20,19,21,"[3.846797591144458, -2.5595556666700383, 5.118984937022997]",20,mirror,val
2azQ1b91cZZ_room25,10,12,35,28,"[2.2874836015178666, -3.3384805853033366, 5.995559250636489]",12,lighting,val
2azQ1b91cZZ_room25,8,5,11,6,"[1.0870084276934362, -3.668747477272014, 4.957405967724756]",5,picture,val
2azQ1b91cZZ_room26,1,12,35,28,"[-0.15614366030637375, 0.09843063284582451, 6.066584111197742]",12,lighting,val
2azQ1b91cZZ_room26,14,293,3,7,"[2.0007717860019585, 1.4119044818466975, 4.756137400115309]",293,cabinet,val
2azQ1b91cZZ_room26,16,5,11,6,"[0.754871341103354, 1.49945892535842, 5.499359998229256]",5,picture,val
2azQ1b91cZZ_room26,3,12,35,28,"[1.6381366714034271, 0.08545318639008682, 6.081480107462649]",12,lighting,val
2azQ1b91cZZ_room26,5,13,3,7,"[-0.29300981970834106, -0.3321359583261833, 4.8434487052244615]",13,cabinet,val
2azQ1b91cZZ_room26,9,13,3,7,"[-0.009087748333919987, 0.8669688306932399, 4.979288793586807]",13,cabinet,val
2azQ1b91cZZ_room26,10,23,15,31,"[2.345338449682662, 0.6623449417861267, 3.9597820978670573]",23,shelving,val
2azQ1b91cZZ_room26,12,13,3,7,"[0.8475754144861831, 1.0077613771569973, 3.994609101720901]",13,cabinet,val
2azQ1b91cZZ_room26,13,13,3,7,"[1.332996292576671, -0.9256299038639696, 3.9826656435732315]",13,cabinet,val
2azQ1b91cZZ_room27,5,88,10,31,"[20.66276441223225, 3.040247022368027, 1.5484316122956145]",88,shelving,val
2azQ1b91cZZ_room27,6,88,10,31,"[20.721646179411046, 5.0348929703905965, 1.5937548374303734]",88,shelving,val
2azQ1b91cZZ_room27,8,42,14,5,"[18.64340474705748, 5.165533628904668, 0.4996958204436678]",42,table,val
2azQ1b91cZZ_room27,10,19,35,28,"[18.791168980317956, 5.289762514151779, 1.0206370534616358]",19,lighting,val
2azQ1b91cZZ_room28,6,5,11,6,"[18.352356501988, -1.5608981091208336, 2.3077457300046595]",5,picture,val
2azQ1b91cZZ_room28,4,5,11,6,"[22.56541290283203, -0.23940289716831306, 3.6008000400331284]",5,picture,val
2azQ1b91cZZ_room28,5,5,11,6,"[20.45793833256666, -2.3963097592082625, 3.170664536638673]",5,picture,val
2azQ1b91cZZ_room28,10,5,11,6,"[22.910794604470155, -0.8522845089865936, 1.8715857068554158]",5,picture,val
2azQ1b91cZZ_room3,1,13,3,7,"[6.62637656471658, -4.876705125392798, 2.0907070717578278]",13,cabinet,val
2azQ1b91cZZ_room3,22,13,3,7,"[3.6987130039870135, -4.932237604651788, 1.4962872843538537]",13,cabinet,val
2azQ1b91cZZ_room3,13,13,3,7,"[6.875323423197572, -2.5378356853960984, 2.026470095195041]",13,cabinet,val
2azQ1b91cZZ_room3,29,5,11,6,"[1.7225101641363294, -4.974984404967003, 1.6213271671144414]",5,picture,val
2azQ1b91cZZ_room3,18,7,5,3,"[0.9739955388519862, -4.3501349651650205, 0.5903952210018896]",7,chair,val
2azQ1b91cZZ_room3,14,7,5,3,"[0.8868551413432341, -3.2517264219898037, 0.7087876576964964]",7,chair,val
2azQ1b91cZZ_room3,23,7,5,3,"[1.0197196607559398, -2.403072329318012, 0.6335215994374551]",7,chair,val
2azQ1b91cZZ_room3,7,35,3,7,"[6.1520738507034185, -3.770587370879668, 0.4606784475028088]",35,cabinet,val
2azQ1b91cZZ_room3,30,5,11,6,"[1.7173474679896399, -0.4670008665553907, 1.5566466748107475]",5,picture,val
2azQ1b91cZZ_room4,15,16,40,14,"[1.9941287969841677, -8.427870263256155, 1.097434569507745]",16,plant,val
2azQ1b91cZZ_room4,13,293,3,7,"[3.7580480609643123, -8.07977161932429, 1.53670446463732]",293,cabinet,val
2azQ1b91cZZ_room4,14,111,38,28,"[1.9929496544073064, -8.422345028524656, 1.7053649223914318]",111,lighting,val
2azQ1b91cZZ_room4,18,7,5,3,"[1.9924530768967157, -9.282116142898685, 0.5751981501161384]",7,chair,val
2azQ1b91cZZ_room4,6,5,11,6,"[0.23679574065089184, -7.159987669613121, 1.7523932734950647]",5,picture,val
2azQ1b91cZZ_room4,19,7,5,3,"[1.3023790432805524, -8.37951806773156, 0.46309130337233995]",7,chair,val
2azQ1b91cZZ_room4,7,15,7,5,"[2.0783724845805986, -8.346959068705734, 0.42239019444831694]",15,table,val
2azQ1b91cZZ_room4,3,15,7,5,"[0.40754032941501794, -7.068945617717845, 0.6074985583148556]",15,table,val
2azQ1b91cZZ_room4,16,7,5,3,"[2.7409639913921686, -8.394806488782491, 0.5030719121259924]",7,chair,val
2azQ1b91cZZ_room4,17,7,5,3,"[2.0197864720649457, -7.705368572456448, 0.44962518210521163]",7,chair,val
2azQ1b91cZZ_room5,5,19,35,28,"[5.5591133248572255, -6.809227846874097, 2.1938532389643246]",19,lighting,val
2azQ1b91cZZ_room6,11,111,38,28,"[-0.7414217647237736, -2.859598808997756, 2.225636677099582]",111,lighting,val
2azQ1b91cZZ_room6,19,10,18,8,"[-1.2823699935232402, -4.901552040653264, 0.6420596410437941]",10,cushion,val
2azQ1b91cZZ_room6,10,10,18,8,"[-0.26653769673333405, -3.1484298315982504, 0.6209526818849352]",10,cushion,val
2azQ1b91cZZ_room6,17,5,11,6,"[-2.1994768573549637, -0.25891888649209255, 1.6644322480777056]",5,picture,val
2azQ1b91cZZ_room6,8,14,16,12,"[-1.4447723659917853, -5.362244930159512, 1.5394349430431222]",14,curtain,val
2azQ1b91cZZ_room6,7,5,11,6,"[-3.4900474211158103, -1.8546039387359543, 1.7388929964427124]",5,picture,val
2azQ1b91cZZ_room6,15,15,7,5,"[-1.6108802279748544, -0.5099714549963142, 0.3962098737329274]",15,table,val
2azQ1b91cZZ_room6,2,5,11,6,"[-0.9519293777019181, -0.2668326252163422, 1.6331307119052083]",5,picture,val
